,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3066,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,1126,5898,0
5288,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,1197,5971,1
4726,0,0,1,0,70,0,1,0,2,2,2,0,0,2,2,1,2,664,3102,0
5680,0,1,1,0,1,1,0,2,1,1,1,1,1,1,0,1,3,350,1623,1
6790,0,0,0,0,64,1,2,2,1,1,1,1,1,1,2,1,0,408,1329,0
4377,0,0,1,0,15,1,0,1,0,0,0,0,2,0,0,1,1,1204,1204,0
354,0,1,0,0,14,0,1,0,2,0,0,0,2,0,0,1,2,567,6180,1
3964,0,0,1,1,65,1,2,1,2,0,2,2,2,2,2,0,1,219,5782,0
3101,0,0,0,0,54,1,2,1,2,0,0,0,0,0,0,1,0,1200,3853,0
5594,0,0,1,1,16,1,2,1,0,0,0,0,2,0,0,1,2,1274,1411,0
380,0,0,1,0,36,1,0,1,0,2,2,2,0,0,1,1,0,1323,2895,0
1340,0,0,1,1,0,0,1,0,2,2,2,2,2,0,2,0,1,784,0,0
6510,0,0,1,1,41,1,2,1,2,0,2,2,0,2,2,0,3,1578,3929,0
121,0,0,0,0,56,1,0,2,1,1,1,1,1,1,0,0,3,347,230,0
1360,0,1,0,0,5,1,2,1,0,0,0,0,2,2,0,1,2,1493,530,1
418,0,0,1,1,15,1,0,1,0,2,0,0,0,2,0,0,2,1265,1406,1
6348,0,0,0,0,19,1,0,1,0,0,0,0,0,0,0,1,1,1000,1369,0
1514,0,0,0,1,60,1,0,2,1,1,1,1,1,1,2,0,1,323,391,0
5455,0,0,0,0,56,1,0,2,1,1,1,1,1,1,0,0,1,327,528,0
3100,0,0,1,0,51,1,2,1,0,2,2,0,2,0,0,1,1,1481,4293,0
555,0,0,1,1,52,1,2,0,2,0,2,0,0,2,1,1,0,994,3264,0
5440,0,0,1,1,11,1,0,0,0,0,2,0,0,0,0,1,0,672,6472,0
5017,0,0,1,0,36,0,1,0,0,2,0,2,0,0,1,0,3,502,716,0
6598,0,0,0,0,53,1,0,0,2,2,2,2,2,0,2,1,1,1097,3561,0
5076,0,0,1,1,27,1,0,1,0,0,2,0,2,2,1,1,2,1468,2715,1
6915,0,0,1,0,70,1,2,1,0,0,2,0,2,2,2,1,2,1543,5403,0
5077,0,0,1,1,67,1,0,2,1,1,1,1,1,1,2,0,3,330,809,0
5635,0,0,1,0,15,1,0,0,0,2,2,0,0,0,0,1,3,757,333,0
6679,0,0,1,0,57,0,1,0,2,2,0,2,0,0,2,0,0,520,1927,0
2436,0,1,0,0,25,1,0,1,2,0,0,0,0,0,0,1,1,1082,1724,0
6063,0,0,1,1,68,1,0,2,1,1,1,1,1,1,2,1,3,317,737,0
414,0,1,1,0,43,1,0,1,0,0,0,0,0,0,0,1,0,1032,3070,0
3127,0,0,0,0,22,0,1,0,0,2,0,0,0,0,0,1,2,460,6229,1
654,0,1,0,0,71,1,0,2,1,1,1,1,1,1,0,0,2,326,1112,1
3011,0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,3,328,1732,0
6394,0,0,0,0,71,1,0,0,2,2,0,2,0,0,1,0,0,814,3969,0
2223,0,0,0,0,21,1,2,1,0,2,0,0,0,2,0,1,2,1396,2273,1
6989,0,0,1,1,13,1,2,0,2,0,0,0,2,2,1,0,0,1131,1041,0
2337,0,1,0,0,52,1,2,1,0,2,2,0,2,2,1,1,0,89,4578,1
3541,0,0,1,0,44,0,1,0,2,0,0,0,2,0,0,0,0,558,1697,0
773,0,0,1,0,45,1,0,1,2,0,2,0,0,2,0,1,3,1375,3868,1
2446,0,0,0,0,10,1,2,1,0,2,0,0,2,0,0,1,1,1397,950,1
2996,0,0,0,0,10,1,2,0,2,0,2,0,0,0,0,1,3,859,294,0
3896,0,0,1,1,32,1,0,2,1,1,1,1,1,1,1,0,3,339,5764,0
3038,0,1,1,0,64,1,2,1,2,2,0,0,2,2,1,1,2,106,5582,0
6441,0,0,1,1,9,1,0,0,2,0,0,2,0,0,0,1,1,770,6372,0
5845,0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,1,2,1127,2108,1
2301,0,0,1,0,71,1,2,1,0,0,0,2,0,2,0,1,2,1402,5743,0
677,0,0,0,0,12,0,1,0,0,0,0,0,0,2,0,1,2,489,5041,1
6062,0,1,0,0,49,1,0,1,0,2,0,0,0,0,0,1,1,1087,3420,0
2598,0,0,0,0,67,1,0,1,0,0,2,0,0,0,0,1,2,1114,4396,0
2345,0,0,0,1,34,1,0,2,1,1,1,1,1,1,0,1,0,334,6211,0
4093,0,0,0,0,22,1,2,1,0,0,0,0,0,0,0,1,1,1131,1850,0
693,0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,1,1,1113,2350,1
1513,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,412,2158,1
6105,0,0,0,0,48,1,2,1,2,2,0,2,2,2,1,1,1,210,4851,1
6474,0,0,0,0,56,1,0,2,1,1,1,1,1,1,2,0,3,324,439,0
6270,0,0,1,1,22,1,0,2,1,1,1,1,1,1,2,0,3,337,4620,0
4085,0,0,0,0,24,0,1,0,0,0,0,2,0,2,1,1,1,553,347,0
3408,0,0,0,0,34,1,0,0,0,2,0,0,0,0,0,0,1,694,924,1
6554,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,992,5380,1
4169,0,0,0,0,7,1,0,1,0,2,2,0,2,2,0,1,2,24,842,1
1758,0,0,0,0,65,1,0,2,1,1,1,1,1,1,2,0,0,334,697,0
3337,0,0,0,0,67,1,2,1,0,0,0,0,0,0,0,1,2,1118,4671,0
3203,0,0,1,0,70,1,2,0,2,2,2,2,2,2,2,0,0,1358,5219,0
6986,0,0,1,0,24,1,2,1,0,2,0,2,2,0,0,1,1,1474,2432,1
6691,0,0,0,0,33,0,1,0,2,2,0,2,0,0,1,0,0,564,1200,0
5178,0,0,1,0,49,1,2,1,0,2,2,2,2,2,1,1,0,168,4719,0
6171,0,1,1,1,55,1,2,1,0,0,2,0,0,2,0,1,1,1372,4464,0
107,0,0,0,0,26,0,1,0,2,0,0,0,0,0,1,0,3,451,6385,0
29,0,0,0,1,9,1,0,0,0,0,0,0,2,2,0,1,3,926,184,1
3616,0,1,1,0,66,1,0,1,2,2,0,0,0,2,1,0,1,1345,4950,0
3168,0,0,0,0,46,1,0,2,1,1,1,1,1,1,1,1,3,320,70,0
584,0,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,3,333,4985,0
3274,0,0,0,0,28,1,0,1,0,2,2,2,2,2,0,1,2,96,3140,0
6053,0,0,0,1,38,1,2,2,1,1,1,1,1,1,2,1,2,398,137,0
5448,0,0,1,1,36,1,2,1,2,2,2,0,0,2,1,1,0,31,3363,0
2874,0,0,1,0,61,1,0,2,1,1,1,1,1,1,2,0,1,322,414,0
2291,0,0,0,0,34,1,2,1,0,0,0,0,2,0,0,1,2,1312,2791,1
6783,0,0,0,1,14,0,1,0,2,2,2,2,2,0,2,0,3,728,342,0
6887,0,0,1,1,29,1,2,2,1,1,1,1,1,1,2,0,0,382,6105,0
3396,0,0,1,1,54,1,0,1,2,2,0,0,2,2,1,0,1,1570,4813,0
1203,0,0,0,0,57,1,2,2,1,1,1,1,1,1,2,0,3,396,914,0
344,0,0,0,1,36,1,0,2,1,1,1,1,1,1,1,1,1,338,6250,0
4328,0,0,1,0,7,1,2,0,0,0,0,0,0,0,0,1,2,702,5577,0
2900,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,1004,5443,1
3047,0,0,1,0,26,1,0,1,0,2,0,0,0,2,0,0,0,1282,2236,1
3131,0,1,1,0,70,1,2,0,2,2,2,2,0,2,2,0,0,1173,4694,0
2252,0,0,1,1,61,1,0,2,1,1,1,1,1,1,1,0,0,329,609,0
624,0,0,0,0,67,1,0,2,1,1,1,1,1,1,0,0,0,333,666,1
889,0,0,1,1,60,1,2,1,2,2,2,0,2,0,0,1,2,11,5049,1
5340,0,0,0,0,32,1,2,0,2,2,2,0,2,2,1,0,0,1281,2771,0
5274,0,1,1,0,63,1,2,1,0,2,2,2,2,2,1,1,1,152,5618,0
3921,0,0,1,0,17,1,2,0,2,2,2,0,0,0,0,0,3,957,1003,0
947,0,1,1,1,26,1,2,1,0,0,2,0,2,0,0,1,3,1424,2499,0
877,0,0,0,1,47,0,1,0,2,0,2,2,2,2,1,0,0,850,2669,0
6806,0,0,1,0,35,1,0,2,1,1,1,1,1,1,2,0,3,315,5915,0
6575,0,0,0,0,15,1,2,0,2,0,0,2,0,0,0,1,3,829,462,0
293,0,1,0,0,56,1,0,1,0,0,0,0,2,2,0,1,2,1384,4686,0
3091,0,0,1,0,34,1,0,2,1,1,1,1,1,1,1,0,0,343,5961,0
445,0,0,0,0,57,1,2,1,0,2,2,0,2,2,0,1,2,112,5156,1
1961,0,0,0,0,37,1,2,0,2,2,0,0,0,0,1,1,0,850,2068,0
2846,0,0,1,0,12,1,0,0,2,0,0,0,0,2,0,1,3,887,248,0
5186,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,516,3113,1
4917,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,325,2586,0
4678,0,0,0,1,12,1,2,1,0,0,0,0,2,2,0,1,0,1476,1531,1
5213,0,1,1,0,9,1,2,1,0,0,0,0,2,2,0,1,2,1446,1078,0
4922,0,0,1,1,58,1,2,0,2,2,0,0,0,0,0,0,2,843,3145,0
367,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,316,1478,0
2540,0,0,0,0,68,1,2,1,2,2,2,2,2,2,2,1,1,222,5906,0
3392,0,0,1,1,54,1,0,0,0,0,0,0,0,0,1,1,3,591,2056,0
6923,0,0,1,0,49,1,2,0,2,2,2,0,0,2,1,0,0,1093,3280,0
3720,0,0,0,0,37,1,0,0,2,0,2,0,0,0,0,0,1,754,2105,0
4541,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,691,4230,1
4965,0,0,0,0,56,0,1,0,0,0,2,0,2,2,0,1,2,644,2650,1
5020,0,0,0,0,36,1,0,2,1,1,1,1,1,1,2,1,3,330,6063,0
1186,0,0,1,0,54,1,2,0,2,0,0,2,0,0,1,1,0,868,3013,0
5004,0,0,1,0,61,1,2,1,0,2,2,2,2,2,0,1,2,208,5478,0
3866,0,0,1,1,11,1,2,2,1,1,1,1,1,1,2,0,3,408,4092,0
6888,0,0,1,1,23,1,0,1,0,0,0,0,2,0,0,1,2,1218,2026,0
1858,0,0,1,0,11,1,0,1,2,0,0,0,0,0,0,1,2,1076,815,1
2464,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,1151,5865,1
1033,0,0,1,0,59,1,2,2,1,1,1,1,1,1,2,0,0,370,768,0
1383,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,679,4148,1
1305,0,0,0,0,21,1,0,0,0,0,2,0,2,0,0,1,0,838,1122,0
4983,0,1,1,0,35,0,1,0,0,2,0,0,2,0,0,1,2,534,1109,1
509,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,330,1491,0
6049,0,0,1,1,42,1,0,2,1,1,1,1,1,1,2,0,1,334,34,0
2647,0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,1,3,333,3416,0
5799,0,0,0,0,5,0,1,0,0,0,0,0,0,2,0,1,2,495,3788,1
6022,0,0,0,0,13,1,0,2,1,1,1,1,1,1,0,1,1,311,3003,0
5410,0,0,1,0,61,1,0,1,2,0,2,0,2,2,2,1,0,1565,5140,0
1310,0,0,1,0,28,1,2,1,0,0,0,0,2,2,0,1,2,1539,2787,1
1611,0,0,1,0,70,1,2,0,2,2,2,2,2,2,2,1,0,1416,5194,0
6988,0,0,1,1,16,1,2,0,0,2,0,2,2,0,0,1,1,1009,1132,0
911,0,1,0,0,7,1,2,1,0,2,0,0,2,0,0,0,1,1377,524,0
3089,0,0,0,0,65,1,0,0,2,2,2,2,2,2,2,1,1,1251,4674,0
5200,0,0,1,1,68,1,2,1,0,2,2,0,2,2,1,1,2,124,5712,0
7013,0,0,0,0,35,1,2,1,0,2,2,0,2,0,0,1,0,1460,3226,0
4056,0,0,0,0,23,0,1,0,0,2,0,0,2,2,0,1,2,692,986,1
4602,0,0,0,0,64,1,2,2,1,1,1,1,1,1,2,1,3,418,1283,0
5873,0,0,0,0,10,1,0,1,2,0,0,0,0,0,0,1,2,1119,689,0
6648,0,0,1,1,13,1,0,2,1,1,1,1,1,1,0,0,3,334,3470,0
3815,0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,1,2,1096,1731,1
5329,0,0,1,0,18,0,1,0,0,0,0,0,2,0,0,1,0,479,6220,1
4284,0,1,0,0,26,1,0,1,0,0,0,0,2,2,0,0,2,1416,2501,0
1773,0,0,1,1,65,1,0,2,1,1,1,1,1,1,2,1,0,320,535,0
3307,0,0,1,1,43,1,2,0,0,2,0,2,2,2,2,0,2,1197,3312,0
251,0,0,1,1,12,1,0,1,0,0,0,0,0,0,0,0,2,1027,864,1
3885,0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,1,2,1110,1748,0
2937,0,0,1,1,61,1,2,1,0,2,2,0,0,2,1,1,2,1450,4899,0
2890,0,1,1,1,42,1,0,1,0,0,0,0,0,0,0,0,0,1030,2872,1
4479,0,0,0,0,55,1,2,2,1,1,1,1,1,1,2,0,2,385,887,0
2603,0,0,0,0,70,1,2,1,2,2,2,2,2,2,2,1,2,262,6205,0
3607,0,0,0,0,5,1,0,0,2,0,0,2,0,0,1,0,3,766,5737,0
1699,0,0,0,0,37,1,0,2,1,1,1,1,1,1,1,1,3,346,6460,0
1322,0,0,1,0,2,1,0,2,1,1,1,1,1,1,0,1,0,332,1443,0
176,0,1,0,0,7,1,2,1,0,0,0,0,0,0,0,1,3,1100,277,1
3182,0,0,1,0,40,1,0,1,0,0,0,2,2,2,2,1,1,1496,3647,0
6116,0,0,0,0,43,1,2,0,0,2,2,2,2,0,1,1,0,1088,3103,0
2995,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,401,2152,0
6997,0,0,1,0,20,1,0,1,0,2,0,0,0,0,0,1,2,1133,1722,0
2328,0,1,1,0,29,1,2,1,0,0,2,0,2,2,0,0,0,39,2988,0
4838,0,0,1,0,64,1,2,1,0,2,2,2,2,2,1,1,1,182,5691,0
5649,0,0,1,0,27,1,0,2,1,1,1,1,1,1,0,0,3,334,5310,0
5332,0,0,0,0,42,1,0,0,2,2,0,2,0,0,1,1,3,826,2439,0
3523,0,0,1,0,70,1,2,1,2,2,2,2,2,2,2,0,1,223,5998,0
1086,0,1,0,0,3,1,0,1,0,0,0,0,2,2,0,0,0,1391,91,1
4112,0,0,0,0,55,1,2,1,2,2,2,0,0,2,0,1,0,1574,4657,0
1172,0,1,1,1,26,1,2,1,0,2,0,0,2,2,0,1,2,8,2800,0
2470,0,0,1,0,64,1,2,2,1,1,1,1,1,1,2,1,1,401,1242,0
3661,0,0,0,0,47,1,0,1,0,0,0,0,2,2,1,0,1,1349,3797,0
2166,0,1,1,0,55,1,2,1,2,2,2,2,0,0,1,1,2,1473,4550,0
5761,0,0,1,1,43,0,1,0,2,2,0,2,0,0,2,0,3,536,1581,0
2133,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1030,5512,1
1956,0,0,0,0,70,1,2,1,2,2,2,0,2,0,2,1,0,25,5647,0
613,0,1,0,0,39,1,2,1,2,2,2,0,2,2,1,1,1,184,4103,0
6878,0,0,0,0,56,1,0,1,0,0,0,0,2,2,0,1,2,1387,4730,1
3734,0,1,0,0,70,1,2,1,0,2,2,2,2,2,2,1,0,152,5900,0
1430,0,0,0,0,16,1,2,2,1,1,1,1,1,1,1,0,1,392,5018,0
1748,0,0,1,0,50,1,0,2,1,1,1,1,1,1,2,0,1,334,200,0
505,0,1,0,0,13,1,2,1,0,2,2,0,0,2,0,1,2,1474,1315,1
415,0,0,1,1,8,1,0,1,0,2,0,0,0,0,0,0,0,1077,364,0
6142,0,0,1,0,37,1,2,0,0,0,0,0,0,0,0,1,2,685,1835,1
2441,0,1,0,0,12,1,0,1,0,0,0,0,2,0,0,0,3,1234,1087,0
106,0,0,1,1,70,1,2,1,2,2,0,0,2,2,1,1,2,77,5672,0
1344,0,0,1,0,21,1,0,2,1,1,1,1,1,1,0,0,3,343,4662,0
4651,0,0,0,0,7,1,0,1,2,0,0,0,2,0,0,0,2,1323,497,1
6722,0,1,1,0,64,1,2,1,2,0,2,0,2,2,1,1,1,135,5600,0
3349,0,0,1,0,3,1,2,1,0,0,2,0,2,2,0,1,2,1575,107,1
2586,0,0,1,1,39,1,0,2,1,1,1,1,1,1,0,0,3,325,5918,0
1504,0,0,0,0,10,1,0,1,0,0,0,0,0,0,0,1,2,1041,451,0
3849,0,0,1,0,54,1,2,1,2,2,2,0,2,2,2,1,0,177,5014,1
4812,0,0,0,0,72,1,0,0,0,2,0,2,2,0,0,0,3,956,5045,1
1121,0,0,0,0,46,1,2,0,2,0,2,2,2,2,1,1,1,1252,3570,0
5447,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,3,604,878,0
6782,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,2,702,4441,0
4252,0,0,0,0,11,1,2,0,0,0,2,0,0,0,0,1,3,785,71,0
2795,0,1,0,0,72,1,2,1,0,0,0,0,0,0,0,1,2,1102,5052,1
4828,0,0,0,0,33,0,1,0,0,2,2,2,0,0,0,0,0,563,1052,0
3341,0,1,0,0,44,1,0,0,0,0,0,0,0,0,0,0,3,585,1735,0
142,0,0,1,0,58,1,2,1,0,2,0,0,2,2,2,1,0,21,4894,0
2271,0,1,0,0,35,1,0,1,0,0,0,0,2,2,0,1,2,1428,3168,0
2531,0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,1,1,385,1175,0
1194,0,0,0,0,6,1,0,0,0,2,0,0,0,0,0,0,2,689,5848,0
6965,0,1,1,0,58,1,2,1,2,2,2,2,0,0,0,1,1,1476,4837,0
1756,0,1,0,0,39,1,0,0,0,0,2,2,2,2,1,0,0,1108,2844,0
497,0,0,1,0,68,1,0,2,1,1,1,1,1,1,2,0,0,329,725,0
3477,0,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,2,1094,629,0
5118,0,0,1,0,37,1,2,1,0,0,2,2,0,0,0,1,1,1317,3211,0
3859,0,0,0,0,50,1,2,1,0,2,2,0,2,0,1,1,0,1487,4312,0
1520,0,0,1,0,23,1,0,2,1,1,1,1,1,1,0,1,3,325,4561,0
4482,0,0,0,0,67,1,2,1,0,0,0,0,0,0,0,1,2,1109,4498,1
3770,0,0,1,0,53,1,0,2,1,1,1,1,1,1,2,0,0,331,224,0
6741,0,0,0,0,4,1,0,1,0,0,2,0,2,2,0,1,2,1512,123,1
6110,0,0,1,0,11,1,0,0,0,2,0,0,0,2,0,1,3,843,255,0
5708,0,1,1,1,3,1,2,1,0,0,2,0,0,0,0,1,1,1166,6249,0
336,0,0,0,0,38,1,2,1,0,2,2,0,2,2,2,1,2,86,4031,1
6201,0,1,0,0,45,1,0,1,2,2,0,0,0,0,0,0,2,1218,3219,0
765,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,1,3,509,3138,0
3783,0,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,98,5470,0
3846,0,0,1,1,71,1,0,0,0,0,0,0,0,0,0,1,2,618,3503,0
5720,0,0,0,0,26,1,2,1,0,2,2,0,2,2,1,1,1,75,2960,0
2550,0,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,3,334,179,0
1791,0,0,1,0,39,1,0,0,2,2,2,0,0,0,1,1,3,877,2364,0
3245,0,0,1,1,16,1,0,1,0,2,2,2,0,0,0,0,2,1275,1498,1
2842,0,0,0,0,34,0,1,0,2,0,2,2,0,2,0,0,3,647,1651,0
5729,0,0,1,1,30,1,0,0,2,0,0,0,0,0,0,0,1,701,1367,0
2398,0,0,1,1,12,0,1,0,0,2,0,0,0,0,0,1,3,453,5092,0
71,0,0,1,1,48,1,0,2,1,1,1,1,1,1,1,1,2,341,181,0
4903,0,0,0,0,45,1,2,1,0,2,0,0,2,0,0,1,2,1413,3880,1
3210,0,0,1,1,61,1,0,0,2,0,0,2,2,0,1,0,3,948,3477,0
1666,0,0,0,0,71,1,0,2,1,1,1,1,1,1,2,0,3,338,1252,0
5522,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,1022,5504,1
3667,0,1,1,1,17,1,0,1,0,0,2,0,2,2,2,1,2,1522,1900,0
2902,0,1,0,0,56,1,0,1,2,0,0,0,0,0,0,1,2,1093,3830,0
4294,0,0,0,0,4,1,0,1,2,0,0,0,2,0,1,1,1,1302,6498,0
4710,0,0,1,1,56,0,1,0,0,2,2,2,0,0,2,0,3,556,1787,0
2578,0,1,1,1,25,1,0,1,0,0,2,2,2,2,0,1,2,1564,2517,1
4010,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,341,1614,0
3912,0,0,1,1,57,1,2,1,2,2,2,2,2,2,2,0,1,268,5350,0
2154,0,0,0,1,17,1,0,2,1,1,1,1,1,1,2,0,3,328,4211,0
47,0,0,0,0,12,1,0,1,0,0,0,0,2,0,0,1,2,1217,809,1
3303,0,0,0,0,34,1,2,1,0,2,0,0,0,0,0,0,0,1163,2651,1
1350,0,0,1,0,64,1,2,0,2,2,2,0,0,0,2,0,3,945,3677,0
5321,0,0,1,0,66,1,0,1,2,2,0,2,2,2,1,1,1,122,5645,0
446,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,1010,5447,1
2418,0,1,0,0,20,1,2,1,0,2,2,0,0,0,0,1,0,1328,2047,0
3742,0,0,0,0,36,1,2,1,2,2,2,2,2,0,0,1,2,124,3643,0
4081,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1011,5448,1
3834,0,0,1,1,53,1,0,0,2,0,0,0,2,2,1,1,0,1021,3351,1
1112,0,1,0,0,69,1,2,0,2,2,2,2,2,2,2,0,3,1394,5085,0
776,0,0,1,1,23,0,1,0,0,2,0,0,0,2,0,0,3,552,6369,0
6655,0,0,0,0,60,1,2,2,1,1,1,1,1,1,2,0,3,380,1083,0
2153,0,0,1,0,18,1,0,1,0,0,2,0,0,0,0,1,2,1103,1338,0
4796,0,0,1,0,51,1,0,1,2,0,0,0,2,2,1,1,2,1487,4414,0
4827,0,0,0,1,8,1,0,1,0,0,0,0,2,0,0,1,2,1224,573,1
3413,0,0,1,1,22,1,0,1,0,0,0,0,2,2,0,1,1,1354,2269,0
1851,0,0,1,0,12,0,1,0,0,0,0,0,0,2,0,1,2,495,5381,1
2288,0,0,0,0,45,1,0,1,0,2,0,0,2,0,0,1,3,1305,3592,0
3007,0,1,0,0,26,1,0,1,0,2,0,0,0,0,0,1,2,1099,1914,1
5394,0,0,1,0,43,1,2,1,0,2,0,2,2,2,0,1,1,96,4295,0
30,0,1,1,0,69,1,2,1,2,2,2,2,0,0,2,1,1,1519,5354,0
3298,0,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,3,334,6131,0
5543,0,1,0,0,6,1,0,1,2,2,0,0,0,0,0,0,2,1181,86,0
2375,0,1,1,0,69,1,0,1,2,2,2,2,2,2,2,1,0,182,5979,0
3195,0,0,0,0,72,1,0,1,0,2,2,0,0,0,0,0,2,1215,5225,0
903,0,0,1,0,52,1,0,1,2,2,2,0,2,2,1,1,1,106,4959,0
2845,0,0,0,0,3,1,0,1,0,2,2,2,0,2,0,1,2,1476,6530,0
6774,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,326,1487,0
5913,0,0,0,0,19,1,0,1,2,0,2,2,0,0,1,1,1,1342,1909,0
4538,0,0,0,0,23,1,0,1,0,0,0,2,0,2,0,0,2,1315,2361,1
4915,0,0,1,1,15,0,1,0,0,2,0,0,2,0,0,0,2,533,6204,0
1831,0,1,1,0,15,1,2,0,2,2,0,2,0,0,0,1,3,904,691,0
5576,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,3,734,4433,1
6877,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1013,5450,1
3334,0,0,0,0,36,1,2,1,0,2,2,0,2,2,0,1,2,120,3770,1
6708,0,1,0,0,6,1,2,1,0,0,0,0,0,0,0,1,2,1097,191,1
1825,0,0,0,0,26,1,2,0,0,2,0,0,0,0,0,1,2,747,1248,0
4928,0,1,1,1,34,1,0,0,0,0,0,0,0,0,0,0,2,629,1359,1
2619,0,1,0,0,27,1,2,1,0,2,2,2,2,2,0,1,2,196,3160,1
5436,0,0,0,1,1,1,0,0,2,0,0,2,0,0,0,0,2,753,4488,0
5860,0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,1019,955,1
3836,0,0,1,0,61,1,2,0,0,0,2,2,0,0,1,0,0,816,3227,0
6421,0,0,0,0,14,1,0,0,2,2,0,2,2,0,2,0,1,1040,948,0
2588,0,0,0,0,71,1,0,0,0,0,0,2,0,0,0,0,2,668,3482,0
4655,0,0,0,0,26,1,2,0,2,0,0,0,2,2,1,0,3,1106,1923,0
5425,0,0,0,0,24,1,2,1,0,0,2,0,2,2,0,0,2,9,2693,0
1770,0,1,0,0,36,1,2,1,2,2,2,0,2,2,0,1,2,237,3968,1
6814,0,1,1,0,53,1,2,1,0,2,2,0,0,2,0,0,1,1472,4521,0
627,0,1,1,0,63,1,2,1,0,2,2,0,2,2,1,0,1,86,5388,0
925,0,0,1,1,26,1,0,0,2,2,2,2,0,2,0,0,0,1137,2049,0
1052,0,0,0,0,35,1,2,0,0,0,2,2,2,2,1,1,3,1219,2788,0
3688,0,0,0,0,36,1,2,1,0,0,2,0,2,2,0,0,0,1547,3408,0
2260,0,0,0,0,23,1,0,1,0,0,2,2,0,0,0,0,1,1206,1788,1
944,0,0,1,1,50,1,2,1,2,2,0,0,2,2,0,1,0,76,4673,0
5369,0,0,0,0,28,1,0,2,1,1,1,1,1,1,0,0,3,340,5336,0
3947,0,0,0,0,45,1,0,0,2,0,2,0,0,0,0,0,1,779,2595,0
6883,0,0,0,1,28,1,0,1,2,2,2,0,2,2,0,1,0,101,3178,0
6440,0,0,0,0,26,1,2,1,0,0,2,0,2,2,0,1,2,26,2893,0
3213,0,0,1,1,36,0,1,0,2,0,2,0,0,0,1,0,1,501,756,0
6263,0,0,0,0,18,0,1,0,0,0,2,2,2,2,1,0,2,747,778,0
653,0,0,0,0,9,1,2,2,1,1,1,1,1,1,0,0,3,392,4023,0
3992,0,0,0,0,68,1,2,0,2,2,2,0,2,2,2,0,3,1293,4907,0
5527,0,1,1,0,70,1,2,1,0,2,2,0,2,2,1,0,1,94,5814,0
2423,0,0,0,0,10,1,0,2,1,1,1,1,1,1,1,0,3,335,3479,0
570,0,0,1,1,57,1,0,2,1,1,1,1,1,1,2,1,1,318,201,0
4532,0,0,0,0,7,1,2,1,0,2,0,0,0,0,0,1,2,1199,217,1
6651,0,0,0,0,22,1,2,0,2,2,0,2,0,0,0,0,3,972,1349,0
1745,0,0,1,1,52,1,0,2,1,1,1,1,1,1,2,1,1,329,228,0
3434,0,0,0,0,3,1,0,0,2,0,0,2,0,0,1,1,3,755,5031,0
1738,0,0,1,0,63,1,2,1,0,2,2,2,0,0,1,1,0,1408,5006,0
6345,0,1,0,0,12,1,2,0,0,2,0,0,0,0,0,1,1,794,334,0
6213,0,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,3,336,3309,0
