,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4020,1,1,1,0,70,0,1,0,2,2,2,2,2,2,2,1,1,931,3875,0
3614,1,0,1,0,66,0,1,0,2,0,2,2,2,2,2,0,0,852,3466,0
1880,1,0,0,0,12,1,2,1,0,0,0,0,0,2,0,1,2,1319,1129,1
4690,1,0,1,0,25,1,0,0,0,0,2,2,0,2,0,1,1,959,1649,0
3570,1,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,3,343,2508,0
5030,1,0,0,1,56,1,0,1,0,0,2,0,2,2,0,0,3,1482,4748,1
5243,1,0,0,0,11,1,0,1,0,0,0,2,0,2,1,1,1,1352,1232,0
5331,1,0,1,1,39,0,1,0,2,2,2,2,0,2,2,1,1,744,2013,0
6316,1,0,1,1,60,1,2,2,1,1,1,1,1,1,2,0,3,401,1023,0
6455,1,0,1,0,55,0,1,0,0,0,0,0,2,2,0,1,2,595,2320,0
4684,1,0,0,0,66,1,0,1,0,2,2,2,2,2,1,1,0,75,5649,1
3105,1,0,0,0,19,1,0,0,0,0,0,2,0,0,0,0,0,663,433,0
3279,1,0,1,1,16,1,0,0,2,0,0,2,0,0,1,0,1,804,779,0
4581,1,0,0,0,54,1,0,2,1,1,1,1,1,1,2,0,3,349,388,0
3871,1,0,0,0,23,1,2,1,0,0,2,0,2,2,0,1,0,30,2576,1
3428,1,1,1,0,47,1,2,1,2,0,2,0,2,0,0,1,0,1468,4025,1
6827,1,0,1,1,57,1,0,0,2,2,0,2,2,2,0,1,1,1185,3943,0
5349,1,0,1,1,66,1,2,1,2,2,2,2,2,2,2,1,0,253,5853,0
151,1,0,0,0,67,1,2,1,0,0,0,0,2,2,0,0,3,1492,5236,1
915,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,1082,5667,1
6682,1,0,1,0,66,1,2,1,0,2,0,2,2,0,2,1,3,1444,5191,0
3098,1,1,1,0,24,1,0,1,0,2,2,0,0,0,0,1,3,1197,2001,1
5894,1,0,0,0,40,1,2,1,0,2,0,0,2,2,0,1,1,17,4010,1
5963,1,0,1,1,15,1,2,0,0,0,2,2,2,2,1,1,3,1177,1148,0
748,1,0,1,0,43,1,0,2,1,1,1,1,1,1,2,0,3,318,6227,0
2304,1,0,1,0,64,1,0,1,2,2,0,0,2,2,1,1,1,18,5339,0
4076,1,0,1,0,68,1,2,1,2,2,2,0,2,0,2,1,1,1572,5473,0
2673,1,0,0,0,15,1,2,1,2,0,0,0,2,2,0,1,0,26,1952,1
2499,1,0,0,1,36,1,0,0,2,2,2,0,2,0,1,0,3,1023,2497,0
5096,1,0,1,1,69,1,2,0,2,2,2,2,2,2,2,0,0,1336,5073,0
2680,1,0,1,1,69,1,0,0,2,2,2,2,2,2,2,0,0,1308,4933,0
2126,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,598,3742,0
471,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,763,4558,1
967,1,0,0,1,23,1,0,2,1,1,1,1,1,1,0,0,3,350,4913,0
896,1,0,1,0,69,1,2,1,2,2,2,2,2,2,2,1,0,278,6142,0
5785,1,0,1,1,41,1,0,2,1,1,1,1,1,1,2,1,3,337,6361,0
1209,1,0,1,0,52,1,2,1,2,2,2,0,0,0,1,1,2,1455,4399,0
2688,1,0,1,0,45,1,2,1,0,2,0,0,0,0,0,1,2,1179,3512,1
3071,1,0,1,1,42,1,2,0,2,2,2,2,2,2,2,1,3,1407,3674,0
4605,1,0,1,0,60,1,2,0,0,2,0,2,0,2,2,0,3,970,3612,0
1128,1,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,2,321,4422,0
1593,1,0,1,1,34,1,0,2,1,1,1,1,1,1,0,0,3,310,6171,0
57,1,1,1,1,63,1,2,1,0,2,2,2,2,2,1,1,2,159,5555,0
6155,1,0,1,0,45,1,0,2,1,1,1,1,1,1,0,0,3,320,474,1
292,1,0,1,1,16,1,0,1,0,2,2,2,0,0,1,0,3,1335,1544,0
1142,1,1,1,1,3,1,2,1,0,0,0,0,0,0,0,1,1,1115,5890,0
3728,1,0,0,0,64,1,2,0,2,2,2,2,2,2,1,1,0,1373,4848,0
183,1,0,1,1,27,1,0,0,2,0,2,0,2,2,1,0,1,1106,2104,0
1170,1,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,2,248,6054,0
5931,1,1,1,0,5,1,0,1,0,2,2,0,2,2,0,1,2,1546,435,1
5737,1,0,1,1,10,1,0,0,2,0,2,2,2,2,0,0,2,1264,1072,0
2781,1,1,0,0,67,0,1,0,0,2,0,2,0,2,0,1,2,597,2298,0
7005,1,0,1,0,16,1,0,2,1,1,1,1,1,1,1,0,1,319,4101,0
4458,1,0,1,1,32,1,2,1,0,2,2,0,2,0,0,1,2,1485,3131,1
4731,1,0,1,1,11,1,0,2,1,1,1,1,1,1,1,0,3,331,3093,0
2589,1,1,0,0,23,1,2,1,0,0,0,0,0,0,0,1,2,1132,1947,1
4050,1,1,1,0,54,1,2,1,0,2,0,0,2,2,0,1,2,1564,4769,0
2183,1,0,0,0,12,1,0,0,0,0,0,2,0,0,0,1,1,684,174,0
3114,1,0,0,0,45,1,0,0,0,0,2,2,2,2,0,0,0,1114,3356,0
3528,1,0,0,0,8,1,0,2,1,1,1,1,1,1,0,1,3,327,2965,1
2944,1,0,0,0,4,0,1,0,2,2,0,2,2,0,0,1,0,699,4947,0
4815,1,0,0,0,32,1,0,1,0,0,0,0,0,0,1,1,0,1028,2246,1
1876,1,0,1,0,42,1,2,1,0,0,0,0,2,2,1,1,1,1496,3886,0
6347,1,0,1,0,7,1,0,1,0,0,0,0,0,0,0,1,0,991,207,0
6924,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1006,5444,1
272,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,392,2044,1
2942,1,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,2,332,6338,0
1706,1,0,0,0,66,1,2,1,0,2,2,2,2,0,2,1,1,1539,5343,0
5901,1,0,1,1,44,1,2,1,0,0,0,0,2,0,0,0,2,1289,3626,1
4557,1,0,0,0,49,0,1,0,0,0,2,2,2,2,1,0,1,761,2645,0
2807,1,0,0,1,67,1,0,2,1,1,1,1,1,1,1,0,3,322,655,0
5887,1,0,0,1,9,1,0,0,2,0,0,0,0,0,0,1,3,686,6195,0
6811,1,0,1,0,1,0,1,0,0,0,2,0,2,2,0,1,2,687,4227,1
2182,1,0,1,1,52,1,2,1,0,0,2,2,2,2,2,1,2,59,4825,0
952,1,0,0,0,15,1,0,0,2,0,0,2,0,0,0,0,3,765,461,0
5833,1,1,1,0,11,0,1,0,0,2,2,0,0,0,0,1,1,483,4763,0
2417,1,0,0,0,2,0,1,0,0,2,0,2,0,0,0,0,2,508,3332,0
4927,1,0,1,0,24,1,0,2,1,1,1,1,1,1,2,0,3,314,5137,0
7003,1,0,0,0,19,0,1,0,0,0,2,2,0,0,0,0,2,508,44,0
6080,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3,443,2504,1
3819,1,0,0,0,41,0,1,0,2,0,0,0,0,0,1,1,0,461,881,0
1024,1,0,0,0,31,1,0,1,0,0,0,0,0,0,0,1,3,1026,2209,0
5696,1,0,1,0,15,1,0,0,2,0,0,2,0,0,0,1,2,747,289,1
4483,1,0,1,0,64,1,2,2,1,1,1,1,1,1,2,0,1,408,1319,0
5506,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,337,1610,0
416,1,0,1,0,68,1,2,1,0,2,2,2,0,2,2,1,0,1560,5414,0
2827,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,3,683,4226,0
2629,1,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,1,1033,731,1
564,1,0,0,0,67,1,0,0,0,0,2,2,2,0,0,0,0,918,3778,0
1224,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,626,3825,1
3942,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,574,3590,1
2004,1,0,0,0,17,1,2,1,0,0,2,0,2,0,0,1,3,1394,1779,1
6885,1,0,0,1,4,1,2,1,0,0,0,0,0,0,0,1,1,1086,6270,1
3315,1,1,1,0,63,1,2,1,0,2,2,2,2,2,1,1,0,139,5546,0
721,1,0,1,1,58,1,0,2,1,1,1,1,1,1,2,0,1,344,561,0
1496,1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,2,338,4984,0
6637,1,0,1,0,66,1,0,0,2,2,0,0,0,0,1,1,1,736,3262,0
3006,1,1,0,0,6,1,2,1,0,0,0,0,0,0,0,1,2,1110,76,1
5891,1,0,0,0,3,0,1,0,0,0,2,0,2,0,1,1,2,566,3983,1
5673,1,0,0,0,34,1,0,2,1,1,1,1,1,1,1,0,3,327,316,0
108,1,0,0,0,38,1,2,1,0,0,0,0,2,2,1,0,3,1479,3358,0
1754,1,0,0,0,59,1,0,0,2,2,0,0,2,2,1,1,1,1097,3977,0
1351,1,0,1,1,3,1,0,2,1,1,1,1,1,1,0,1,2,342,2162,0
4888,1,0,0,0,39,1,0,1,2,2,2,0,2,2,1,1,2,115,3838,0
1973,1,0,1,1,70,1,0,0,2,0,2,2,2,2,2,1,2,1220,4727,0
4941,1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,3,329,4781,1
3139,1,0,0,0,12,0,1,0,0,0,0,2,0,0,0,0,0,446,5774,1
5614,1,0,1,1,65,1,2,1,2,2,0,0,0,0,1,1,0,1309,4701,0
724,1,1,1,0,27,1,2,1,0,0,0,0,2,2,0,1,2,1482,2702,1
2997,1,1,1,0,66,1,2,1,0,2,0,0,2,0,0,1,2,1396,5013,1
307,1,0,1,1,22,1,0,0,0,0,2,2,2,2,2,0,3,1122,1683,0
4034,1,0,1,1,71,1,0,0,0,0,0,0,0,0,0,0,0,602,3181,0
3039,1,1,1,0,70,0,1,0,2,2,2,2,2,2,2,1,1,921,3933,0
6379,1,0,0,0,2,1,2,1,0,2,0,0,0,0,0,1,0,1218,5951,1
2053,1,0,1,0,42,1,2,1,0,2,2,0,0,0,0,1,0,1266,3476,1
1260,1,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,3,686,6371,0
6377,1,0,0,0,1,0,1,0,0,2,0,2,0,2,0,1,3,602,3745,1
5500,1,0,1,1,57,1,0,0,2,2,2,0,0,0,2,0,0,857,3187,0
2392,1,0,0,0,13,1,2,1,0,0,2,0,2,0,0,1,1,1411,1312,0
6705,1,0,1,1,15,1,0,0,0,0,0,2,0,0,0,1,2,702,424,0
1695,1,0,1,1,50,1,2,0,0,2,0,2,2,0,1,1,2,1033,3236,0
1095,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,1215,6021,0
3889,1,0,0,0,5,1,0,2,1,1,1,1,1,1,1,0,1,319,2241,0
1630,1,1,1,0,32,1,2,1,0,2,2,0,2,2,0,1,2,48,3421,0
1881,1,0,0,0,19,0,1,0,2,2,0,0,0,2,0,1,0,602,295,0
1612,1,0,1,1,64,1,2,1,0,2,2,0,0,0,1,0,2,1347,4854,1
978,1,1,1,0,59,1,2,1,0,2,2,0,2,2,1,1,2,69,5147,1
6252,1,0,1,1,46,0,1,0,2,0,0,0,2,0,0,1,1,537,1656,0
4993,1,0,1,1,70,0,1,0,2,2,2,2,2,2,2,1,0,945,3946,0
848,1,0,1,0,70,1,2,0,2,2,2,2,2,2,2,1,1,1436,5366,0
2916,1,0,0,0,47,0,1,0,2,0,0,2,0,2,0,1,1,598,1796,0
1743,1,0,1,0,64,1,2,2,1,1,1,1,1,1,2,0,1,393,1036,0
844,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,1395,6304,1
6138,1,1,1,0,64,1,2,1,2,2,0,0,0,0,0,0,0,1276,4625,0
3535,1,0,1,1,61,1,2,1,0,2,2,2,2,2,2,1,1,173,5342,0
1294,1,0,0,0,56,1,0,0,0,0,0,0,0,0,0,0,2,604,2352,1
2972,1,0,1,1,70,0,1,0,2,2,2,2,2,2,2,1,1,937,3798,0
6577,1,0,1,0,68,1,2,0,0,2,2,2,2,0,2,0,0,1071,4408,0
5027,1,1,1,0,2,1,2,1,0,0,0,0,0,2,0,0,2,1310,6216,1
5553,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,3,777,4566,1
4778,1,0,0,1,59,1,2,2,1,1,1,1,1,1,2,1,3,384,758,0
6742,1,0,1,1,48,1,0,0,2,2,2,0,2,2,2,0,2,1188,3432,0
1963,1,0,0,0,71,1,0,1,0,0,0,0,0,0,0,0,0,1033,4592,0
3933,1,0,0,0,72,1,0,2,1,1,1,1,1,1,0,0,1,327,1347,0
485,1,0,1,1,70,1,2,1,0,0,0,0,0,2,2,1,1,1289,5005,0
2413,1,0,1,1,67,0,1,0,2,0,2,2,0,2,2,0,1,673,2651,0
4680,1,1,0,0,10,1,2,0,2,2,0,0,0,0,0,1,1,817,6475,0
1879,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1020,5502,1
2684,1,0,0,0,66,1,2,1,0,2,0,2,2,2,1,1,0,98,5707,0
4727,1,0,1,0,57,1,0,2,1,1,1,1,1,1,2,1,0,343,367,0
6509,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,397,2148,1
4534,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,660,4136,0
4803,1,0,1,0,32,1,2,1,2,0,0,0,2,0,0,0,0,1431,3014,0
636,1,0,0,0,25,1,0,1,0,0,2,2,2,2,2,0,0,1574,2704,0
1083,1,0,0,0,12,1,0,1,0,0,0,0,0,2,0,1,2,1223,1208,1
861,1,0,1,1,61,1,2,1,2,0,2,0,0,2,2,0,0,1460,4799,0
109,1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,1,321,658,0
3751,1,0,1,0,57,1,2,1,2,0,2,2,2,2,0,1,0,177,5247,0
3620,1,1,1,0,27,0,1,0,0,2,2,2,2,0,0,1,2,680,1272,0
2338,1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,0,332,588,0
782,1,0,1,1,20,1,0,0,2,2,0,0,0,0,0,1,1,758,928,0
2862,1,0,1,0,67,1,0,1,0,0,0,0,0,0,0,1,2,1006,3836,1
1094,1,0,1,1,36,1,2,0,0,2,2,0,2,0,1,0,0,989,2454,0
3109,1,0,0,0,52,1,2,2,1,1,1,1,1,1,2,1,0,415,824,0
4262,1,1,0,0,12,1,0,0,2,0,2,0,2,0,0,0,0,959,6423,1
3980,1,0,0,0,21,1,2,1,0,2,2,0,2,2,0,1,2,108,2575,1
1654,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,309,1342,0
7041,1,1,1,0,34,1,2,1,0,0,0,0,0,0,0,1,3,1099,2660,1
4567,1,0,0,0,28,1,2,1,0,2,0,2,2,2,0,1,2,101,3066,0
4570,1,0,0,0,67,1,0,2,1,1,1,1,1,1,0,1,3,312,550,0
6224,1,0,1,1,47,1,2,1,0,2,0,2,0,0,1,0,0,1283,3655,0
4385,1,0,0,0,14,1,0,2,1,1,1,1,1,1,1,1,3,340,3604,0
2457,1,1,1,0,53,1,0,1,0,2,2,0,2,0,1,1,2,1410,4352,0
3383,1,0,1,0,56,1,2,1,0,0,0,0,0,0,0,1,2,1121,3718,1
1204,1,0,1,1,10,0,1,0,0,0,0,0,0,0,0,0,1,407,3953,0
2202,1,1,1,0,67,1,0,1,0,0,0,0,0,0,0,1,3,1021,3951,1
2648,1,0,0,0,29,1,2,0,2,0,2,0,0,0,0,1,2,839,1725,0
4674,1,0,1,1,19,1,0,0,0,0,2,0,0,0,1,0,3,687,519,0
7004,1,0,0,0,32,1,2,1,0,2,2,0,0,2,0,1,1,1494,3185,0
829,1,0,1,1,28,0,1,0,0,0,2,2,2,0,0,1,2,606,821,0
7031,1,1,1,0,51,1,2,0,2,2,0,0,0,0,1,0,1,847,2880,0
4125,1,0,1,0,38,1,0,1,2,2,2,0,0,0,0,1,1,1321,3078,0
295,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,338,1611,0
3563,1,1,0,0,24,1,2,1,2,0,0,0,0,2,0,1,1,1407,2244,0
5599,1,0,1,0,72,1,0,1,0,2,2,2,2,0,0,1,3,1489,6307,1
5839,1,1,1,0,67,1,2,1,0,0,0,0,0,0,0,1,2,1119,4454,0
12,1,0,1,0,54,1,2,1,0,0,2,0,2,2,1,0,1,7,4693,0
1117,1,0,0,0,48,1,2,1,0,0,2,0,0,2,2,1,1,1386,3893,0
6087,1,0,0,1,19,0,1,0,0,2,0,0,2,0,1,1,0,545,47,0
3903,1,0,0,0,49,1,0,1,0,2,0,2,0,0,0,1,3,1216,3694,0
6452,1,0,0,0,7,1,2,1,2,0,0,0,2,0,0,1,0,1353,443,0
1319,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,322,1483,1
3252,1,0,1,1,9,1,2,0,2,0,0,2,0,0,1,1,3,886,193,0
6409,1,0,1,1,38,1,0,2,1,1,1,1,1,1,1,1,3,317,5896,0
3982,1,0,0,1,69,1,2,2,1,1,1,1,1,1,2,0,3,383,1138,0
2431,1,1,0,0,12,0,1,0,0,0,0,0,0,0,0,1,3,385,3978,1
6870,1,0,0,0,44,1,2,1,0,0,0,0,0,0,0,1,0,1103,3205,0
3706,1,0,0,0,19,1,2,1,0,0,2,2,0,0,0,1,3,1285,1921,0
6240,1,0,0,1,1,1,2,1,0,0,0,0,2,2,0,1,2,1458,6390,1
2804,1,0,1,0,72,0,1,0,0,0,0,0,0,0,1,0,0,378,2242,1
4881,1,0,1,0,21,1,0,1,0,0,0,2,0,0,0,0,0,1142,1689,0
1448,1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,2,350,3999,0
4420,1,0,0,0,20,1,0,0,2,0,2,2,2,0,1,0,1,1006,1524,0
287,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1019,5501,1
2664,1,0,1,1,59,1,2,1,2,2,0,0,2,0,1,1,1,1491,4776,0
3424,1,0,0,0,2,1,0,1,0,0,0,0,2,2,0,1,2,1387,6246,1
1338,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,336,1609,1
5776,1,0,1,0,70,1,2,0,2,2,2,2,0,2,2,1,0,1248,4898,0
2258,1,0,0,0,52,1,0,0,2,0,2,0,0,0,1,0,3,724,2618,0
4253,1,0,1,1,15,1,2,1,0,0,2,0,2,0,0,1,2,1372,1459,0
3053,1,0,1,1,62,1,2,1,0,0,2,2,2,2,2,1,0,76,5320,0
2498,1,0,1,0,20,1,0,0,0,2,0,2,0,0,0,1,2,739,707,0
1564,1,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,1499,6318,1
6957,1,0,0,0,72,1,0,1,0,0,0,2,2,0,0,0,2,1324,5870,0
5885,1,0,1,1,16,1,2,2,1,1,1,1,1,1,1,0,3,383,4480,0
2185,1,0,1,1,17,1,2,0,2,0,0,0,0,0,0,0,2,758,614,1
5519,1,0,1,0,1,1,0,0,2,0,2,0,0,0,0,0,3,777,4566,0
1231,1,0,0,0,13,1,0,0,2,0,2,0,0,2,0,0,1,920,727,0
4418,1,0,1,0,54,1,0,0,2,2,2,0,0,0,1,0,1,853,3086,1
2254,1,1,1,0,70,1,2,1,2,2,2,2,0,0,2,1,0,1454,5340,0
1951,1,0,1,0,6,1,0,0,0,0,2,0,0,0,0,0,1,684,5303,0
5976,1,0,0,0,22,0,1,0,0,2,0,2,0,0,0,0,2,483,12,0
507,1,0,1,0,12,1,0,1,0,0,0,2,2,2,0,1,2,1476,1155,1
3807,1,0,1,0,17,1,2,1,0,2,2,0,2,2,0,1,2,87,2196,1
2932,1,1,1,0,51,1,2,1,0,2,2,2,2,2,2,1,2,243,5083,0
6623,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,1140,5824,1
350,1,0,1,1,31,1,2,0,2,0,2,2,0,0,2,1,1,895,1916,0
4147,1,1,1,0,69,1,2,2,1,1,1,1,1,1,2,0,0,393,1499,0
3542,1,0,1,1,22,0,1,0,2,2,2,2,0,2,1,1,1,770,1107,0
3759,1,0,0,0,67,1,2,1,0,0,2,0,2,0,0,1,1,1384,5102,1
1114,1,0,1,0,26,1,2,1,0,2,0,0,2,2,0,1,1,1563,2735,0
298,1,0,1,1,35,1,2,0,0,0,2,0,2,2,0,1,2,1102,2613,0
3318,1,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,3,440,2203,1
5362,1,0,1,1,62,1,2,2,1,1,1,1,1,1,2,0,1,391,1218,0
5958,1,0,1,0,3,1,0,0,0,0,0,0,2,0,0,1,0,764,4968,0
2992,1,0,0,0,4,0,1,0,0,2,0,2,0,0,0,0,3,479,3757,0
6905,1,0,0,1,24,0,1,0,0,0,0,0,2,2,0,1,2,599,563,0
2103,1,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2,1023,6157,0
4526,1,0,0,0,5,1,0,1,2,0,0,0,0,0,0,1,1,1086,6458,0
1614,1,0,1,0,64,0,1,0,2,2,0,2,0,2,2,1,0,699,3053,0
607,1,0,0,1,47,1,0,0,0,0,0,2,0,0,1,0,1,643,1996,0
5312,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,705,4302,1
5700,1,1,1,0,22,1,2,1,0,0,0,2,0,0,0,1,2,1190,2057,0
203,1,0,0,1,5,1,0,1,0,0,0,0,2,0,0,1,1,1170,72,0
2855,1,0,1,1,37,1,0,2,1,1,1,1,1,1,2,0,3,320,6260,0
837,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,597,3741,1
4215,1,0,1,0,70,1,2,1,0,2,2,2,2,2,2,1,2,154,5929,0
1230,1,0,1,1,42,1,2,1,0,2,0,0,2,0,0,0,2,1343,3435,0
5339,1,0,1,1,24,1,2,1,0,0,0,0,2,0,0,0,2,1308,2164,0
1609,1,0,1,0,47,1,2,1,2,0,2,2,2,2,1,1,2,216,4723,0
5679,1,0,0,0,71,1,2,1,0,0,0,0,0,2,0,1,2,1330,5205,1
6005,1,1,0,0,57,1,2,0,2,2,0,0,0,2,1,1,2,1053,3713,0
4553,1,0,1,0,70,1,2,1,2,2,2,2,2,2,2,1,0,274,6185,0
2484,1,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,343,2205,0
2440,1,0,1,1,26,1,0,2,1,1,1,1,1,1,0,1,1,322,5341,0
657,1,0,1,0,40,1,0,0,2,2,2,0,2,2,1,0,0,1180,3112,0
2347,1,0,1,1,71,1,2,2,1,1,1,1,1,1,1,0,3,384,1662,0
4764,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,2,612,6501,1
6209,1,0,0,0,22,0,1,0,0,0,0,0,0,0,1,1,3,393,5947,0
3161,1,0,0,0,6,1,0,2,1,1,1,1,1,1,1,0,3,320,2821,0
3226,1,0,0,0,67,1,0,2,1,1,1,1,1,1,0,0,3,348,745,0
2618,1,0,1,1,18,1,0,2,1,1,1,1,1,1,1,0,2,331,4276,0
857,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,696,4235,1
4961,1,0,1,0,10,1,0,0,0,0,0,0,0,0,0,1,0,596,5859,0
1288,1,0,0,0,61,1,0,2,1,1,1,1,1,1,2,0,3,324,440,0
1234,1,0,0,1,50,1,0,1,2,2,0,2,2,2,1,1,2,111,4802,0
4830,1,0,1,0,50,1,0,0,2,2,0,0,2,2,2,1,0,1102,3584,0
6815,1,0,1,1,70,1,2,0,2,2,2,2,0,0,2,0,0,1016,4305,0
1892,1,1,0,0,34,0,1,0,0,2,0,0,2,2,0,1,1,699,1693,0
3918,1,0,1,1,13,1,0,1,0,0,0,0,2,2,0,1,2,1401,1300,1
2364,1,0,1,0,6,1,2,1,0,2,2,0,0,0,0,1,2,1254,345,0
1505,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,1105,5723,1
4221,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,319,1481,0
5632,1,0,0,0,54,1,0,2,1,1,1,1,1,1,2,0,1,339,258,0
2836,1,0,0,0,44,1,2,1,0,2,0,0,2,2,0,0,2,1560,4174,0
1530,1,0,1,1,12,1,0,1,0,0,2,2,0,2,0,0,1,1397,1494,1
4556,1,0,0,0,12,1,0,1,0,0,0,0,0,0,0,1,2,977,299,1
2955,1,0,0,0,67,1,2,1,0,0,0,0,2,2,0,1,2,1469,5126,1
6468,1,0,1,0,6,1,0,0,0,0,0,0,0,0,1,0,2,601,5164,0
2908,1,0,1,0,10,1,2,1,2,0,0,0,2,2,0,1,2,1573,1261,1
6825,1,0,0,0,20,1,2,1,0,0,2,0,0,0,0,1,2,1230,1908,0
2370,1,0,1,0,66,1,2,1,2,2,2,2,2,2,2,1,0,228,5922,0
1769,1,0,1,0,69,1,2,1,0,2,2,0,0,2,0,1,0,1457,5298,0
5577,1,0,0,0,47,1,0,2,1,1,1,1,1,1,1,0,2,315,15,0
1983,1,0,1,0,20,1,2,0,2,0,0,2,2,2,1,0,3,1221,1837,0
531,1,0,1,1,68,1,0,2,1,1,1,1,1,1,2,0,1,334,656,0
5330,1,1,1,0,2,1,0,1,0,2,2,2,2,0,0,1,3,1445,6405,1
2163,1,1,1,0,22,1,2,1,0,0,2,0,2,2,0,1,2,1556,2601,1
731,1,0,0,0,45,1,0,2,1,1,1,1,1,1,0,0,3,340,6371,0
2232,1,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,1,322,5792,0
6157,1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,0,3,330,5159,1
3879,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,624,3823,1
428,1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,0,1123,720,0
2893,1,0,0,0,15,1,2,0,2,2,0,0,0,0,0,0,2,828,466,1
1222,1,0,1,1,61,1,0,0,2,0,2,2,2,0,2,0,3,1004,3773,0
5352,1,0,0,0,19,1,0,1,0,0,2,2,2,2,0,1,2,1559,2190,0
6032,1,1,1,0,65,1,2,1,0,2,2,0,2,2,0,1,2,100,5661,1
4609,1,0,1,1,18,1,2,0,0,0,0,2,0,0,1,1,3,765,861,0
2072,1,0,0,1,33,1,0,2,1,1,1,1,1,1,1,0,0,320,5904,0
5940,1,0,1,1,52,1,0,1,0,2,2,2,0,0,1,1,3,1316,4047,0
5101,1,0,0,0,9,1,2,1,2,2,2,2,2,0,0,1,0,127,1157,0
528,1,0,1,1,29,1,0,2,1,1,1,1,1,1,2,0,3,325,5417,0
3143,1,0,1,1,5,1,2,0,0,2,2,2,2,0,0,1,2,1068,6396,0
1126,1,0,0,0,67,1,0,1,0,0,2,0,0,0,0,0,3,1104,4522,1
2707,1,0,0,0,23,1,0,1,0,0,2,2,2,2,0,1,2,1560,2532,1
6890,1,0,0,0,49,1,0,0,0,0,2,0,0,2,1,1,2,869,2913,0
304,1,0,0,1,32,1,2,1,0,2,0,0,0,0,0,1,3,1241,2732,0
70,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,661,4137,0
4394,1,0,0,0,11,1,2,0,0,0,2,2,0,0,0,0,2,838,275,0
831,1,0,1,1,32,1,2,2,1,1,1,1,1,1,2,0,1,397,6473,0
3075,1,0,1,0,69,1,2,1,0,2,2,0,2,2,1,1,0,108,5759,0
92,1,0,1,1,63,1,2,0,2,0,2,2,2,2,2,1,3,1279,4717,0
2687,1,0,0,0,21,1,0,1,0,0,2,2,0,2,0,0,2,1417,2274,0
4417,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,3,1028,5510,1
